ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"CH0038389992","BBZA","BB BIOTECH NAM.   SF 0;20",Common stock,"EUR",2504244,2018-02-15,14:00,59.9,59.9,59.9,59.9,27,1
"DE0005933931","EXS1","ISHS CORE DAX UCITS ETF",ETF,"EUR",2504265,2018-02-15,14:00,107.46,107.46,107.42,107.42,539,4
"DE000A0DJ6J9","S92","SMA SOLAR TECHNOL.AG",Common stock,"EUR",2504287,2018-02-15,14:00,46.2,46.2,46.2,46.2,33,1
"DE000A0D6554","NDX1","NORDEX SE O.N.",Common stock,"EUR",2504290,2018-02-15,14:00,9.834,9.854,9.82,9.854,1873,7
"DE000A0F5UF5","EXXT","ISHARES NASDAQ-100 U.ETF",ETF,"EUR",2504303,2018-02-15,14:00,52.46,52.46,52.46,52.46,191,1
"DE000A0H08Q4","EXV3","ISH.S.EU.600 TEC.U.ETF A.",ETF,"EUR",2504333,2018-02-15,14:00,42.14,42.14,42.14,42.14,28,1
"DE000A0JQ5U3","M5Z","MANZ AG",Common stock,"EUR",2504345,2018-02-15,14:00,35.1,35.2,35.1,35.2,74,2
"DE000A0LD6E6","GXI","GERRESHEIMER AG",Common stock,"EUR",2504380,2018-02-15,14:00,68,68,68,68,302,1
"DE000A0Q4RZ9","EXVM","I.EB.R.MONEY MARKET U.ETF",ETF,"EUR",2504391,2018-02-15,14:00,79.126,79.126,79.126,79.126,583,1
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.",Common stock,"EUR",2504428,2018-02-15,14:00,12.385,12.385,12.385,12.385,400,1
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.",Common stock,"EUR",2504438,2018-02-15,14:00,28.45,28.45,28.44,28.44,2038,6
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.",Common stock,"EUR",2504453,2018-02-15,14:00,51.76,51.76,51.76,51.76,159,1
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.",Common stock,"EUR",2504471,2018-02-15,14:00,178.3,178.35,178.15,178.15,1660,13
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG NA",Common stock,"EUR",2504492,2018-02-15,14:00,3.951,3.951,3.951,3.951,2084,3
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.",Common stock,"EUR",2504501,2018-02-15,14:00,36.45,36.45,36.45,36.45,448,1
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.",Common stock,"EUR",2504512,2018-02-15,14:00,73.18,73.18,73.14,73.16,120,8
"DE000A1TNV91","ADE","BITCOIN GROUP SE  O.N.",Common stock,"EUR",2504520,2018-02-15,14:00,48.84,48.84,48.84,48.84,31,1
"DE000A111338","AM3D","SLM SOLUTIONS GRP AG",Common stock,"EUR",2504550,2018-02-15,14:00,38.15,38.15,38.15,38.15,86,1
"DE000A12DM80","G24","SCOUT24 AG NA O.N.",Common stock,"EUR",2504556,2018-02-15,14:00,36.6,36.6,36.6,36.6,266,2
"DE000A13SX22","HLE","HELLA GMBH+CO. KGAA O.N.",Common stock,"EUR",2504580,2018-02-15,14:00,55.5,55.55,55.45,55.45,2625,13
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.",Common stock,"EUR",2504618,2018-02-15,14:00,31.25,31.25,31.25,31.25,750,5
"DE000BASF111","BAS","BASF SE NA O.N.",Common stock,"EUR",2504663,2018-02-15,14:00,87.37,87.39,87.34,87.35,1684,15
"DE000BAY0017","BAYN","BAYER AG NA O.N.",Common stock,"EUR",2504664,2018-02-15,14:00,97.67,97.68,97.66,97.67,2172,20
"DE000CBK1001","CBK","COMMERZBANK AG",Common stock,"EUR",2504665,2018-02-15,14:00,12.944,12.952,12.938,12.94,9904,11
"DE000ENAG999","EOAN","E.ON SE NA O.N.",Common stock,"EUR",2504666,2018-02-15,14:00,7.996,7.997,7.995,7.996,7667,15
"DE000KGX8881","KGX","KION GROUP AG",Common stock,"EUR",2504811,2018-02-15,14:00,68.96,68.96,68.72,68.82,3684,36
"DE000KSAG888","SDF","K+S AG NA O.N.",Common stock,"EUR",2504812,2018-02-15,14:00,21.55,21.55,21.55,21.55,648,2
"DE000LED4000","OSR","OSRAM LICHT AG NA O.N.",Common stock,"EUR",2504813,2018-02-15,14:00,67.5,67.5,67.48,67.48,193,2
"DE000LEG1110","LEG","LEG IMMOBILIEN AG NA O.N.",Common stock,"EUR",2504814,2018-02-15,14:00,84.16,84.16,84.16,84.16,186,3
"DE000PAH0038","PAH3","PORSCHE AUTOM.HLDG VZO",Common stock,"EUR",2504816,2018-02-15,14:00,71.18,71.2,71.18,71.18,928,9
"DE000PSM7770","PSM","PROSIEBENSAT.1  NA O.N.",Common stock,"EUR",2504848,2018-02-15,14:00,30.91,30.93,30.91,30.92,2505,9
"DE000SHA0159","SHA","SCHAEFFLER AG INH. VZO",Common stock,"EUR",2504849,2018-02-15,14:00,13.155,13.155,13.155,13.155,1036,3
"DE000TUAG000","TUI1","TUI AG NA O.N.",Common stock,"EUR",2504855,2018-02-15,14:00,17.335,17.345,17.335,17.345,884,4
"DE000WACK012","WAC","WACKER NEUSON SE NA O.N.",Common stock,"EUR",2504858,2018-02-15,14:00,29.88,29.88,29.86,29.86,215,2
"DE000WAF3001","WAF","SILTRONIC AG NA O.N.",Common stock,"EUR",2504859,2018-02-15,14:00,115.6,115.6,115.6,115.6,121,2
"DE000WCH8881","WCH","WACKER CHEMIE        O.N.",Common stock,"EUR",2504860,2018-02-15,14:00,141.55,141.55,141.5,141.55,1447,27
"DE0005089031","UTDI","UTD.INTERNET AG NA",Common stock,"EUR",2504878,2018-02-15,14:00,55.22,55.24,55.22,55.24,237,5
"DE0005103006","ADV","ADVA OPT.NETW.SE  O.N.",Common stock,"EUR",2504881,2018-02-15,14:00,6.45,6.45,6.45,6.45,346,1
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.",Common stock,"EUR",2504888,2018-02-15,14:00,13.072,13.072,13.052,13.056,22701,23
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST",Common stock,"EUR",2504900,2018-02-15,14:00,88.12,88.13,88.1,88.13,1468,14
"DE0005200000","BEI","BEIERSDORF AG O.N.",Common stock,"EUR",2504906,2018-02-15,14:00,90.98,91,90.98,90.98,220,3
"DE0005220909","NXU","NEXUS AG O.N.",Common stock,"EUR",2504913,2018-02-15,14:00,25,25,25,25,18,1
"DE0005403901","CWC","CEWE STIFT.KGAA  O.N.",Common stock,"EUR",2504924,2018-02-15,14:00,82.2,82.2,82.1,82.1,100,4
"DE0005408116","ARL","AAREAL BANK AG",Common stock,"EUR",2504927,2018-02-15,14:00,39.66,39.66,39.66,39.66,132,1
"DE0005408884","LEO","LEONI AG NA O.N.",Common stock,"EUR",2504929,2018-02-15,14:00,57,57,57,57,97,1
"DE0005437305","COP","COMPUGROUP MED.SE O.N.",Common stock,"EUR",2504932,2018-02-15,14:00,46.82,46.82,46.82,46.82,125,2
"DE0005439004","CON","CONTINENTAL AG O.N.",Common stock,"EUR",2504933,2018-02-15,14:00,230.7,230.7,230.7,230.7,301,4
"DE0005470306","EVD","CTS EVENTIM KGAA",Common stock,"EUR",2504934,2018-02-15,14:00,41.54,41.7,41.54,41.68,3441,37
"DE0005470405","LXS","LANXESS AG",Common stock,"EUR",2504935,2018-02-15,14:00,67.86,67.86,67.84,67.84,118,3
"DE0005488100","ISR","ISRA VISION O.N.",Common stock,"EUR",2504937,2018-02-15,14:00,186.2,186.2,186.2,186.2,37,1
"DE0005501357","SPR","A.SPRINGER SE VNA",Common stock,"EUR",2504947,2018-02-15,14:00,71.2,71.2,71.2,71.2,1230,4
"DE0005545503","DRI","1+1 DRILLISCH AG O.N.",Common stock,"EUR",2504950,2018-02-15,14:00,63.05,63.05,63,63.05,1405,6
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.",Common stock,"EUR",2504953,2018-02-15,14:00,36.94,36.94,36.94,36.94,712,3
"DE0005557508","DTE","DT.TELEKOM AG NA",Common stock,"EUR",2504954,2018-02-15,14:00,13.045,13.045,13.045,13.045,1716,2
"DE0005565204","DUE","DUERR AG O.N.",Common stock,"EUR",2504956,2018-02-15,14:00,105.45,105.45,105.45,105.45,149,3
"DE0005654933","EIN3","EINHELL GERMANY VZO O.N.",Common stock,"EUR",2504961,2018-02-15,14:00,94.8,94.8,94.8,94.8,60,1
"DE0005664809","EVT","EVOTEC AG O.N.",Common stock,"EUR",2504963,2018-02-15,14:00,14.67,14.67,14.65,14.65,720,2
"DE0005772206","FIE","FIELMANN AG O.N.",Common stock,"EUR",2504969,2018-02-15,14:00,70.6,70.6,70.6,70.6,123,2
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.",Common stock,"EUR",2504973,2018-02-15,14:00,63.6,63.6,63.6,63.6,839,5
"DE0005785802","FME","FRESEN.MED.CARE KGAA O.N.",Common stock,"EUR",2504974,2018-02-15,14:00,86.6,86.6,86.58,86.58,265,4
"DE0005790406","FPE","FUCHS PETROLUB SE O.N.",Common stock,"EUR",2504975,2018-02-15,14:00,41.7,41.7,41.7,41.7,77,1
"DE0005790430","FPE3","FUCHS PETROL.SE VZO O.N.",Common stock,"EUR",2504976,2018-02-15,14:00,45.02,45.02,45.02,45.02,35,1
"DE0005909006","GBF","BILFINGER SE O.N.",Common stock,"EUR",2504986,2018-02-15,14:00,36.9,36.94,36.9,36.94,1458,10
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.",Common stock,"EUR",2505002,2018-02-15,14:00,83.92,83.92,83.9,83.9,223,2
"DE0006048432","HEN3","HENKEL AG+CO.KGAA VZO",Common stock,"EUR",2505004,2018-02-15,14:00,105.15,105.15,105.15,105.15,134,1
"DE0006062144","1COV","COVESTRO AG  O.N.",Common stock,"EUR",2505008,2018-02-15,14:00,89.46,89.46,89.42,89.42,2025,12
"DE0006202005","SZG","SALZGITTER AG O.N.",Common stock,"EUR",2505016,2018-02-15,14:00,46.78,46.78,46.74,46.76,463,6
"DE0006219934","JUN3","JUNGHEINRICH AG O.N.VZO",Common stock,"EUR",2505020,2018-02-15,14:00,39.82,39.82,39.8,39.8,257,3
