ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"BE0974293251","1NBA","ANHEUSER-BUSCH INBEV",Common stock,"EUR",2504195,2018-02-12,09:00,85.13,85.13,85.13,85.13,10,1
"CH0011075394","ZFIN","ZURICH INSUR.GR.NA.SF0;10",Common stock,"EUR",2504215,2018-02-12,09:00,266.5,266.5,266.5,266.5,9,2
"CH0038389992","BBZA","BB BIOTECH NAM.   SF 0;20",Common stock,"EUR",2504244,2018-02-12,09:00,57.5,57.5,57.5,57.5,20,1
"DE0005933931","EXS1","ISHS CORE DAX UCITS ETF",ETF,"EUR",2504265,2018-02-12,09:00,106.9,106.98,106.9,106.98,385,2
"LU0378438732","C001","COMSTAGE-DAX UCITS ETF I",ETF,"EUR",2504271,2018-02-12,09:00,117.44,117.44,117.44,117.44,1051,5
"LU0411075020","DBPD","DB X-TR.SHORTDAX X2 DA.1C",ETF,"EUR",2504272,2018-02-12,09:00,3.9035,3.9035,3.9035,3.9035,1600,1
"LU0838782315","XDDX","DB X-TR.DAX U.E.DR INC.1D",ETF,"EUR",2504277,2018-02-12,09:00,108.82,108.82,108.82,108.82,30,1
"DE000A0D8Q07","EXSI","ISHARES EURO STOXX U.ETF",ETF,"EUR",2504292,2018-02-12,09:00,37.145,37.145,37.14,37.145,10277,2
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.",Common stock,"EUR",2504297,2018-02-12,09:00,134.8,135,134.7,135,873,8
"DE000A0F5UF5","EXXT","ISHARES NASDAQ-100 U.ETF",ETF,"EUR",2504303,2018-02-12,09:00,51.34,51.34,51.34,51.34,1103,1
"DE000A0F5UH1","ISPA","IS.S.GL.SE.D.100 U.ETF A.",ETF,"EUR",2504305,2018-02-12,09:00,25.93,25.935,25.93,25.935,9058,3
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN SE INH",Common stock,"EUR",2504314,2018-02-12,09:00,33.2,33.21,33.2,33.21,551,4
"DE000A0H08D2","EXX7","ISHARES NIKKEI 225 U.ETF",ETF,"EUR",2504322,2018-02-12,09:00,15.986,15.986,15.986,15.986,3217,1
"DE000A0JL9W6","VBK","VERBIO VER.BIOENERGIE  ON",Common stock,"EUR",2504343,2018-02-12,09:00,5.69,5.69,5.605,5.605,15949,15
"DE000A0L1H32","93M","MPH HEALTH CARE  INH O.N.",Common stock,"EUR",2504383,2018-02-12,09:00,3.995,4,3.995,3.995,45297,2
"DE000A0Q4R36","EXV4","IS.S.E.600 HEA.C.U.ETF A.",ETF,"EUR",2504394,2018-02-12,09:00,67.41,67.41,67.41,67.41,2344,6
"DE000A0S8488","HHFA","HAMBURG.HAFEN LOG.A-SP NA",Common stock,"EUR",2504409,2018-02-12,09:00,19.97,20.04,19.94,19.94,575,8
