ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"CA0679011084","ABR","BARRICK GOLD CORP.",Common stock,"EUR",2504196,2018-02-05,15:00,11.05,11.05,11.02,11.03,3400,4
"CA3809564097","GO5","GOLDCORP INC.",Common stock,"EUR",2504198,2018-02-05,15:00,10.95,10.95,10.94,10.94,3660,6
"CA9628791027","SII","WHEATON PREC. METALS",Common stock,"EUR",2504200,2018-02-05,15:00,17.07,17.07,17.02,17.02,1473,7
"CH0132594711","LMI","LION E-MOBILITY AG SF-;13",Common stock,"EUR",2504250,2018-02-05,15:00,7.2,7.2,7.2,7.2,679,1
"DE000ETF9017","E901","COMSTAGE 1-DAX UCIT.ETF I",ETF,"EUR",2504262,2018-02-05,15:00,120.14,120.14,120.14,120.14,12,1
"DE0005933931","EXS1","ISHS CORE DAX UCITS ETF",ETF,"EUR",2504265,2018-02-05,15:00,110.04,110.04,110.04,110.04,20,1
"LU0274211480","DBXD","DB X-TRACK.DAX ETF(DR)1C",ETF,"EUR",2504269,2018-02-05,15:00,123.36,123.36,123.36,123.36,224,1
"LU0292106241","DXSN","DB X-TR.SHORTDAX DAILY 1C",ETF,"EUR",2504270,2018-02-05,15:00,21.05,21.05,21.05,21.05,234,2
"LU0378438732","C001","COMSTAGE-DAX UCITS ETF I",ETF,"EUR",2504271,2018-02-05,15:00,120.54,120.56,120.54,120.56,768,2
"DE000A0CAYB2","WIN","DIEBOLD NIXDORF  INH.O.N.",Common stock,"EUR",2504286,2018-02-05,15:00,70.5,70.5,70.5,70.5,44,1
"DE000A0DJ6J9","S92","SMA SOLAR TECHNOL.AG",Common stock,"EUR",2504287,2018-02-05,15:00,43.44,43.52,43.38,43.52,1015,11
"DE000A0D6554","NDX1","NORDEX SE O.N.",Common stock,"EUR",2504290,2018-02-05,15:00,9.546,9.562,9.532,9.556,1519,7
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.",Common stock,"EUR",2504297,2018-02-05,15:00,137.7,137.8,137.7,137.8,105,3
"DE000A0F5UJ7","EXV1","IS.S.EU.600 BANK.U.ETF A.",ETF,"EUR",2504306,2018-02-05,15:00,18.596,18.596,18.596,18.596,265,1
"DE000A0F5UK5","EXV6","IS.S.E.600 BA.RE.U.ETF A.",ETF,"EUR",2504307,2018-02-05,15:00,47.5,47.5,47.5,47.5,5275,1
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN SE INH",Common stock,"EUR",2504314,2018-02-05,15:00,33.54,33.56,33.54,33.56,1144,6
"DE000A0LD2U1","AOX","ALSTRIA OFFICE REIT-AG",Common stock,"EUR",2504379,2018-02-05,15:00,12.32,12.32,12.32,12.32,1277,3
"DE000A0LD6E6","GXI","GERRESHEIMER AG",Common stock,"EUR",2504380,2018-02-05,15:00,68,68,68,68,685,2
"DE000A0Q4R02","EXH9","ISH.S.EU.600 UTI.U.ETF A.",ETF,"EUR",2504392,2018-02-05,15:00,27.04,27.04,27.04,27.04,1,1
"DE000A0STST2","TTI","TOM TAILOR HLDG  NA O.N.",Common stock,"EUR",2504401,2018-02-05,15:00,10.15,10.15,10.15,10.15,600,1
"DE000A0S8488","HHFA","HAMBURG.HAFEN LOG.A-SP NA",Common stock,"EUR",2504409,2018-02-05,15:00,21.28,21.28,21.28,21.28,18,1
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.",Common stock,"EUR",2504428,2018-02-05,15:00,11.17,11.18,11.17,11.18,2767,10
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.",Common stock,"EUR",2504438,2018-02-05,15:00,29.53,29.53,29.53,29.53,8,1
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.",Common stock,"EUR",2504453,2018-02-05,15:00,50.48,50.48,50.48,50.48,7,1
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.",Common stock,"EUR",2504471,2018-02-05,15:00,178.2,178.2,178.2,178.2,667,4
"DE000A1H8BV3","NOEJ","NORMA GROUP SE NA O.N.",Common stock,"EUR",2504474,2018-02-05,15:00,59.35,59.35,59.35,59.35,36,1
"DE000A1JBPV9","SW1","SHW AG",Common stock,"EUR",2504476,2018-02-05,15:00,35.8,35.8,35.8,35.8,150,2
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG NA",Common stock,"EUR",2504492,2018-02-05,15:00,4.036,4.038,4.035,4.036,10055,10
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.",Common stock,"EUR",2504501,2018-02-05,15:00,37.43,37.45,37.43,37.43,1620,5
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.",Common stock,"EUR",2504512,2018-02-05,15:00,72.04,72.04,72.04,72.04,489,7
"DE000A1RFM03","LIO1","SYGNIS AG",Common stock,"EUR",2504515,2018-02-05,15:00,1.48,1.48,1.48,1.48,460,1
"DE000A1TNUT7","DBAN","DT.BETEILIG.AG   NA O.N.",Common stock,"EUR",2504519,2018-02-05,15:00,48.1,48.35,48.1,48.35,1972,13
"DE000A1X3W00","MDG1","MEDIGENE AG NA O.N.",Common stock,"EUR",2504531,2018-02-05,15:00,15.25,15.25,15.24,15.25,130,2
"DE000A12B8Z4","TLG","TLG IMMOBILIEN AG",Common stock,"EUR",2504555,2018-02-05,15:00,21.92,22.04,21.92,22.04,6948,18
"DE000A12UKK6","RKET","ROCKET INTERNET SE",Common stock,"EUR",2504560,2018-02-05,15:00,22.4,22.4,22.38,22.38,1311,5
"DE000A12UPJ7","PAL","PANTAFLIX AG  INH. O.N.",Common stock,"EUR",2504564,2018-02-05,15:00,179,179,179,179,22,1
"DE000A13SX22","HLE","HELLA GMBH+CO. KGAA O.N.",Common stock,"EUR",2504580,2018-02-05,15:00,53.8,53.8,53.7,53.7,1375,6
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.",Common stock,"EUR",2504618,2018-02-05,15:00,30.22,30.22,30.2,30.2,1124,7
"DE000A2DA588","MXHN","MAX AUTOMATION AG NA O.N.",Common stock,"EUR",2504644,2018-02-05,15:00,8.46,8.5,8.46,8.46,300,2
"DE000BASF111","BAS","BASF SE NA O.N.",Common stock,"EUR",2504663,2018-02-05,15:00,90.09,90.16,90.05,90.14,4792,29
"DE000BAY0017","BAYN","BAYER AG NA O.N.",Common stock,"EUR",2504664,2018-02-05,15:00,100.38,100.42,100.36,100.4,4027,19
"DE000CBK1001","CBK","COMMERZBANK AG",Common stock,"EUR",2504665,2018-02-05,15:00,12.896,12.92,12.892,12.914,20305,21
"DE000ENAG999","EOAN","E.ON SE NA O.N.",Common stock,"EUR",2504666,2018-02-05,15:00,8.336,8.337,8.32,8.32,24533,18
"DE000ETFL219","EL4V","DK DB EUROG.GERMANY 10+",ETF,"EUR",2504699,2018-02-05,15:00,147.925,147.925,147.925,147.925,9,1
"DE000EVNK013","EVK","EVONIK INDUSTRIES NA O.N.",Common stock,"EUR",2504806,2018-02-05,15:00,30.26,30.26,30.26,30.26,725,2
"DE000HLAG475","HLAG","HAPAG-LLOYD AG NA O.N.",Common stock,"EUR",2504809,2018-02-05,15:00,33.76,33.82,33.76,33.82,364,7
"DE000KC01000","KCO","KLOECKNER + CO SE NA O.N.",Common stock,"EUR",2504810,2018-02-05,15:00,10.26,10.26,10.26,10.26,1324,1
"DE000KGX8881","KGX","KION GROUP AG",Common stock,"EUR",2504811,2018-02-05,15:00,71.78,71.78,71.78,71.78,28,1
"DE000KSAG888","SDF","K+S AG NA O.N.",Common stock,"EUR",2504812,2018-02-05,15:00,21.51,21.51,21.51,21.51,38,1
"DE000LED4000","OSR","OSRAM LICHT AG NA O.N.",Common stock,"EUR",2504813,2018-02-05,15:00,68.38,68.38,68.34,68.34,266,3
"DE000LEG1110","LEG","LEG IMMOBILIEN AG NA O.N.",Common stock,"EUR",2504814,2018-02-05,15:00,85.28,85.32,85.28,85.32,213,4
"DE000PAH0038","PAH3","PORSCHE AUTOM.HLDG VZO",Common stock,"EUR",2504816,2018-02-05,15:00,70.3,70.3,70.26,70.26,493,7
"DE000PSM7770","PSM","PROSIEBENSAT.1  NA O.N.",Common stock,"EUR",2504848,2018-02-05,15:00,29.42,29.46,29.42,29.44,8957,18
"DE000SHA0159","SHA","SCHAEFFLER AG INH. VZO",Common stock,"EUR",2504849,2018-02-05,15:00,13.83,13.83,13.81,13.81,2694,6
"DE000SYM9999","SY1","SYMRISE AG INH. O.N.",Common stock,"EUR",2504852,2018-02-05,15:00,65.18,65.18,65.16,65.16,180,2
"DE000TLX1005","TLX","TALANX AG NA O.N.",Common stock,"EUR",2504854,2018-02-05,15:00,35.78,35.78,35.78,35.78,183,1
"DE000TUAG000","TUI1","TUI AG NA O.N.",Common stock,"EUR",2504855,2018-02-05,15:00,17.845,17.855,17.845,17.845,1196,6
"DE000UNSE018","UN01","UNIPER SE  NA O.N.",Common stock,"EUR",2504856,2018-02-05,15:00,23.42,23.43,23.41,23.43,3218,13
